datasheet_id,name,M,T,Sv,inv_sv,inv_sv_descr,W,Ld,OC,base_size
3946,QUARTERMASTER REVENANT,"6""",3,4+,-,,3,7+,1,25mm
3946,MEDICAE SERVITOR,"6""",3,4+,-,,1,8+,0,25mm
3947,MINKA LESK,"6""",3,5+,5,,3,7+,1,
3947,LESK’S VETERANS,"6""",3,5+,5,,2,7+,1,
3948,Cadian Shock Troops,"6""",3,5+,-,,1,7+,2,25mm
3949,Catachan Jungle Fighters,"6""",3,5+,-,,1,7+,2,25mm
3950,Death Korps Of Krieg,"6""",3,5+,-,,1,7+,2,25mm
3951,Chimera,"10""",9,3+,-,,11,7+,2,Use model
3952,Taurox,"12""",8,3+,-,,10,7+,2,Use model
3953,Taurox Prime,"12""",8,3+,-,,10,7+,2,Use model
3954,Storm Chimera,"10""",9,3+,-,,11,7+,2,Use model
3955,Aegis Defence Line,-,12,2+,-,,10,7+,0,Use model
3956,Earthshaker Platform,-,8,3+,-,,8,7+,2,Use model
3957,Hydra Platform,-,8,3+,-,,8,7+,2,Use model
3958,Manticore Platform,-,8,3+,-,,8,7+,2,Use model
3959,Sabre Weapons Battery,-,4,4+,-,,4,7+,1,Use model
3960,Armoured Sentinels,"8""",8,2+,-,,7,7+,2,80mm
3961,Artillery Team,"3""",7,3+,-,,10,7+,3,130mm
3962,Attilan Rough Riders,"12""",4,4+,-,,2,7+,1,60 x 35mm
3963,Baneblade,"12""",13,2+,-,,24,7+,8,Use model
3964,Banehammer,"12""",13,2+,-,,24,7+,8,Use model
3965,Banesword,"12""",13,2+,-,,24,7+,8,Use model
3966,Basilisk,"10""",9,3+,-,,11,7+,3,Use model
3967,Heavy Weapons Squad,"6""",3,5+,-,,2,7+,2,50mm
3968,Catachan Heavy Weapons Squad,"6""",3,5+,-,,2,7+,2,50mm
3969,Death Riders,"10""",4,4+,-,,2,7+,1,60 x 35mm
3970,Deathstrike,"10""",10,3+,-,,11,7+,3,Use model
3971,Doomhammer,"12""",13,2+,-,,24,7+,8,Use model
3972,Artillery Team,"3""",5,4+,-,,6,7+,2,100mm
3973,Hellhammer,"12""",13,2+,-,,24,7+,8,Use model
3974,Hellhound,"10""",10,2+,-,,11,7+,3,Use model
3975,Hydra,"10""",9,3+,-,,11,7+,3,Use model
3976,Kasrkin,"6""",3,4+,-,,1,7+,1,28mm
3977,Krieg Combat Engineers,"6""",3,4+,-,,1,7+,1,25mm
3978,HEAVY WEAPONS GUNNER,"4""",3,4+,-,,2,7+,1,50mm
3978,FIRE COORDINATOR,"6""",3,5+,-,,1,7+,1,25mm
3979,Leman Russ Battle Tank,"10""",11,2+,-,,13,7+,3,Use model
3980,Leman Russ Demolisher,"10""",11,2+,-,,13,7+,3,Use model
3981,Leman Russ Eradicator,"10""",11,2+,-,,13,7+,3,Use model
3982,Leman Russ Executioner,"10""",11,2+,-,,13,7+,3,Use model
3983,Leman Russ Exterminator,"10""",11,2+,-,,13,7+,3,Use model
3984,Leman Russ Punisher,"10""",11,2+,-,,13,7+,3,Use model
3985,Leman Russ Vanquisher,"10""",11,2+,-,,13,7+,3,Use model
3986,Manticore,"10""",10,3+,-,,11,7+,3,Use model
3987,Rogal Dorn Battle Tank,"10""",12,2+,-,,18,7+,5,Use model
3988,Scout Sentinels,"10""",7,3+,-,,7,7+,2,80mm
3989,Shadowsword,"12""",13,2+,-,,24,7+,8,Use model
3990,Stormlord,"12""",13,2+,-,,24,7+,8,Use model
3991,Stormsword,"12""",13,2+,-,,24,7+,8,Use model
3992,Wyvern,"10""",9,3+,-,,11,7+,3,Use model
3993,Cyclops Demolition Vehicle,"8""",4,3+,-,,4,8+,0,Use model
3994,Arkurian Stormhammer,"9""",13,2+,-,,24,7+,8,Use model
3995,Armageddon-pattern Medusa,"10""",9,3+,-,,11,7+,3,Use model
3996,Atlas Recovery Vehicle,"10""",9,3+,-,,10,7+,3,Use model
3997,Carnodon,"12""",10,2+,-,,12,7+,3,Use model
3998,Centaur Light Carrier,"10""",7,3+,-,,7,7+,1,Use model
3999,Colossus,"10""",10,2+,-,,11,7+,3,Use model
4000,Crassus,"10""",11,2+,-,,18,7+,5,Use model
4001,GRENADIER,"6""",3,4+,-,,1,7+,2,25mm
4001,HEAVY WEAPONS TEAM,"6""",3,4+,-,,2,7+,1,60mm
4002,Dominus Armoured Siege Bombard,"9""",13,2+,-,,20,7+,8,Use model
4003,Earthshaker Carriage Battery,"4""",7,4+,-,,6,7+,2,Use model
4004,Elysian Drop Sentinel,"10""",6,3+,-,,6,7+,2,60mm
4005,Elysian Sniper Squad,"6""",3,5+,-,,2,7+,2,60mm
4006,Gorgon Heavy Transport,"9""",13,2+,5,Against ranged attacks only,20,7+,8,Use model
4007,Griffon Mortar Carrier,"10""",9,3+,-,,11,7+,3,Use model
4008,Hades Breaching Drill,"6""",9,3+,-,,8,7+,2,Use model
4009,Heavy Mortar Team,"4""",5,3+,-,,4,7+,2,Use model
4010,Heavy Quad Launcher Team,"4""",5,3+,-,,4,7+,2,Use model
4011,Macharius,"9""",13,2+,-,,20,7+,8,Use model
4012,Macharius Omega,"9""",13,2+,-,,20,7+,8,Use model
4013,Macharius Vanquisher,"9""",13,2+,-,,20,7+,8,Use model
4014,Macharius Vulcan,"9""",13,2+,-,,20,7+,8,Use model
4015,Malcador,"10""",11,2+,-,,18,7+,5,Use model
4016,Malcador Annihilator,"10""",11,2+,-,,18,7+,5,Use model
4017,Malcador Defender,"10""",11,2+,-,,18,7+,5,Use model
4018,Malcador Infernus,"10""",11,2+,-,,18,7+,5,Use model
4019,Medusa Carriage Battery,"4""",7,4+,-,,6,7+,2,Use model
4020,Minotaur,"10""",11,2+,-,,18,7+,5,Use model
4021,Mukaali Riders,"8""",6,4+,-,,5,7+,2,40mm
4022,Munitorum Servitors,"6""",3,4+,6,,1,8+,0,25mm
4023,Praetor,"10""",11,2+,-,,18,7+,5,Use model
4024,Rapier Laser Destroyer Battery,"6""",4,4+,-,,3,7+,1,Use model
4025,Regimental Attachés,"6""",3,5+,-,,1,7+,1,
4026,Salamander Command Vehicle,"12""",8,3+,-,,10,7+,3,Use model
4027,Salamander Scout Vehicle,"12""",8,3+,-,,10,7+,3,Use model
4028,Sentinel Powerlifter,"8""",7,3+,-,,6,7+,2,Use model
4029,Stormblade,"9""",13,2+,-,,24,7+,8,Use model
4030,Stygies Destroyer Tank Hunter,"10""",11,2+,-,,13,7+,3,Use model
4031,Tarantula Battery,-,5,3+,-,,4,7+,0,Use model
4032,Tauros Assault Vehicle,"12""",6,4+,-,,6,7+,2,Use model
4033,Tauros Venator,"12""",6,4+,-,,6,7+,2,Use model
4034,Trojan Support Vehicle,"10""",9,3+,-,,11,7+,2,Use model
4035,Valdor,"9""",13,2+,-,,20,7+,8,Use model
4036,Chaos Lord,"6""",4,3+,4,,5,6+,1,40mm
4037,Chaos Lord In Terminator Armour,"5""",5,2+,4,,6,6+,1,40mm
4038,Chaos Lord,"12""",4,3+,4,,5,6+,1,40mm
4039,Chaos Lord On Disc Of Tzeentch,"12""",4,3+,4,,6,6+,1,40mm
4040,Chaos Lord On Juggernaut,"10""",6,2+,4,,7,6+,2,90 x 52mm
4041,Chaos Lord On Palanquin Of Nurgle,"5""",5,3+,4,,8,6+,2,60mm
4042,Chaos Lord On Steed Of Slaanesh,"14""",5,3+,4,,6,6+,2,No official base size
4043,Chaos Terminator Squad,"5""",5,2+,4,,3,6+,1,40mm
4044,Chosen,"6""",4,3+,-,,3,6+,1,32mm
4045,Cultist Firebrand,"6""",4,4+,-,,4,6+,1,32mm
4046,CULT DEMAGOGUE,"6""",3,6+,-,,4,6+,1,32mm
4046,OTHER MODELS,"6""",3,6+,-,,1,7+,1,28mm
4047,TRAITOR ENFORCER,"6""",3,5+,5,* Traitor Enforcer model only.,3,6+,1,32mm
4047,TRAITOR OGRYN,"6""",6,5+,-,,4,7+,1,40mm
4048,Renegade Enforcer,"6""",3,5+,5,,3,6+,1,25mm
4049,Rogue Psyker,"6""",3,5+,-,,3,7+,1,32mm
4050,Cultist Mob,"6""",3,6+,-,,1,7+,1,25mm
4051,Cultist Mob with Firearms,"6""",3,6+,-,,1,7+,1,25mm
4052,MUTANT,"6""",4,6+,-,,1,7+,1,25mm
4052,TORMENT,"6""",4,6+,-,,3,7+,1,40mm
4053,Fellgor Beastmen,"6""",4,5+,-,,1,7+,1,32mm
4054,Traitor Guardsmen Squad,"6""",3,5+,-,,1,7+,2,25mm
4055,NIGHTMARE HULK,"5""",5,6+,-,,4,7+,1,40mm
4055,GELLERPOX MUTANTS,"5""",5,6+,-,,1,7+,1,25mm
4056,Mutoid Vermin,"8""",2,7+,-,,1,8+,0,25mm
4057,Negavolt Cultists,"6""",3,7+,5,,1,7+,1,32mm
4058,Renegade Heavy Weapons Squad,"6""",3,5+,-,,2,7+,2,40mm
4059,OGRYN PACK MASTER,"6""",6,5+,-,,4,7+,1,40mm
4059,CHAOS MAULER HOUND,"6""",4,6+,-,,1,7+,1,60 x 35mm
4060,Renegade Ogryn Brutes,"6""",6,5+,-,,3,7+,1,40mm
4061,Renegade Plague Ogryns,"5""",7,5+,-,,3,7+,1,40mm
4062,DARK APOSTLE,"6""",4,3+,4,,4,5+,1,40mm
4062,DARK DISCIPLE,"6""",4,6+,4,,1,7+,1,25mm
4063,Havocs,"5""",5,3+,-,,2,6+,1,40mm
4064,Legionaries,"6""",4,3+,-,,2,6+,2,32mm
4065,Master Of Possession,"8""",4,3+,5,,4,6+,1,40mm
4066,Possessed,"9""",6,3+,5,,3,6+,1,40mm
4067,Raptors,"12""",4,3+,-,,2,6+,1,32mm
4068,Sorcerer,"6""",4,3+,-,,4,6+,1,40mm
4069,Sorcerer On Disc Of Tzeentch,"12""",4,3+,-,,5,6+,1,40mm
4070,Sorcerer On Palanquin Of Nurgle,"5""",5,3+,-,,7,6+,2,60mm
4071,Sorcerer On Steed Of Slaanesh,"14""",5,3+,-,,5,6+,2,No official base size
4072,Sorcerer In Terminator Armour,"5""",5,2+,4,,5,6+,1,40mm
4073,Warp Talons,"12""",4,3+,5,,2,6+,1,32mm
4074,,"6""",3,6+,5,,1,7+,1,25mm
4075,,"6""",3,6+,5,,1,7+,1,25mm
4076,,"9""",4,6+,-,,1,7+,1,32mm
4077,Fulgrim,"16""",11,2+,4,,16,5+,6,130mm
4078,Lord Exultant,"7""",4,3+,4,,5,6+,1,40mm
4079,Tormentors,"7""",4,3+,-,,2,6+,2,32mm
4080,Infractors,"7""",4,3+,-,,2,6+,2,32mm
4081,Terminator Squad,"6""",5,2+,4,,3,6+,1,40mm
4082,Chaos Land Raider,"10""",12,2+,-,,16,6+,5,Use model
4083,Lucius the Eternal,"8""",5,2+,4,,6,6+,1,50mm
4084,Lord Kakophonist,"6""",5,2+,4,,6,6+,1,40mm
4085,Sorcerer,"7""",4,3+,-,,4,6+,1,40mm
4086,Daemon Prince of Slaanesh,"10""",10,2+,4,,10,6+,3,60mm
4087,Daemon Prince of Slaanesh with Wings,"14""",9,2+,4,,10,6+,3,60mm
4088,Noise Marines,"6""",5,3+,-,,2,6+,1,40mm
4089,Flawless Blades,"8""",5,3+,5,,3,6+,1,40mm
4090,Chaos Spawn,"10""",5,4+,-,,4,7+,1,50mm
4091,Maulerfiend,"10""",10,3+,5,,12,6+,3,120 x 92mm
4092,Heldrake,"20+""",10,3+,5,,14,7+,0,120 x 92mm flying base
4093,Chaos Rhino,"12""",9,3+,-,,10,6+,2,Use model
4094,Shalaxi Helbane,"14""",10,3+,4,,20,6+,5,100mm
4095,Daemonettes,"9""",3,7+,5,,1,7+,1,25mm
4096,Fiends,"12""",5,7+,5,,4,7+,2,75 x 42mm
4097,Keeper of Secrets,"14""",10,5+,4,,18,6+,5,100mm
4098,Seekers,"14""",4,7+,5,,2,7+,1,60 x 35mm
4099,Noise Marines,"6""",5,3+,-,,2,6+,1,40mm
4100,Tormentbringer,"14""",6,5+,4,,12,7+,3,120 x 92mm
4101,Hellflayer,"14""",6,5+,4,,7,7+,3,120 x 92mm
4102,Karanak,"12""",4,7+,4,,5,7+,1,75 x 42mm
4103,,"10""",6,3+,5,,6,6+,1,
4104,Skarbrand,"10""",11,3+,4,,20,6+,5,100mm
4105,Bloodthirster,"12""",11,3+,4,,18,6+,5,120 x 92mm
4106,Bloodletters,"8""",4,7+,5,,1,7+,1,32mm
4107,Bloodcrushers,"10""",7,3+,5,,4,7+,2,90 x 52mm
4108,Flesh Hounds,"12""",4,7+,5,,2,7+,1,60 x 35mm
4109,Lord of Poxes,"5""",6,3+,4,,5,6+,1,40mm
4110,Foetid Bloat-drone,"10""",9,3+,5,,10,6+,3,60mm
4111,Rotigus,"7""",12,5+,4,,22,6+,5,130mm
4112,Great Unclean One,"7""",12,5+,4,,20,6+,5,130mm
4113,Plaguebearers,"5""",5,7+,5,,2,7+,2,32mm
4114,Plague Drones,"10""",8,6+,5,,5,7+,2,60mm
4115,Beasts of Nurgle,"6""",9,6+,5,,7,7+,3,60mm
4116,Nurglings,"5""",3,7+,5,,4,8+,0,40mm
4117,Ravener Prime,"10""",5,4+,-,,6,7+,1,40mm
4117,Raveners,"10""",5,4+,-,,3,8+,1,40mm
4118,Ravener Prime,"10""",5,4+,-,,6,7+,1,40mm
4118,Raveners,"10""",5,4+,-,,3,8+,1,40mm
4119,Servitor Underseer,"6""",4,4+,6,,2,7+,1,
4119,Combat Servitors and Gun Servitors,"6""",4,4+,6,,1,8+,1,
4120,Daemon Prince of Tzeentch with Wings,"13""",9,2+,4,,10,6+,3,60mm
4121,Sekhetar Robots,"8""",6,3+,5,,4,7+,1,40mm
4122,Tzaangor Enlightened with Fatecaster Greatbows,"10""",4,5+,5,,2,7+,2,40mm
4123,Kairos Fateweaver,"12""",10,6+,4,,20,6+,5,100mm
4124,Lord of Change,"12""",10,6+,4,,18,6+,5,100mm
4125,Flamers,"9""",4,7+,4,,3,7+,1,32mm
4126,Screamers,"14""",4,6+,4,,3,7+,1,32mm flying base
4127,PINK HORROR,"6""",3,7+,4,,1,7+,1,32mm
4127,BLUE HORROR/BRIMSTONE HORROR,"6""",3,7+,4,,1,8+,0,25mm
4128,Blue Horrors/Brimstone Horror,"6""",3,7+,4,,1,8+,0,25mm
4129,Wolf Priest,"7""",4,3+,4,,4,6+,1,40mm
4130,Wolf Guard Battle Leader,"7""",4,3+,4,,5,6+,1,40mm
4131,Wolf Guard Headtakers,"7""",4,3+,-,,3,6+,1,40mm
4131,Hunting Wolves,"10""",4,6+,-,,1,8+,0,60 x 35mm
4132,Wulfen,"9""",6,4+,4,,2,7+,0,40mm
4133,Wulfen Dreadnought,"9""",9,2+,-,,8,6+,0,60mm
4134,Knight Ruinator,"10""",11,3+,5,* Against ranged attacks only,26,6+,10,170 x 109mm
4135,Execrator,"6""",4,3+,4,,4,5+,1,40mm
4136,Crusade Ancient,"6""",4,3+,-,,4,6+,1,40mm
4137,Sternguard Veteran Squad,"6""",4,3+,-,,2,6+,1,32mm
4138,Terminator Squad,"5""",5,2+,4,,3,6+,1,40mm
4139,Land Raider Crusader,"12""",12,2+,-,,16,6+,5,Use model
4140,Buri Aegnirssen,"5""",6,3+,4,,5,6+,1,40mm
4141,Memnyr Strategist,"5""",5,4+,4,,4,7+,1,32mm
4142,Arkanyst Evaluator,"5""",5,3+,4,,4,7+,1,32mm
4143,,"5""",6,2+,-,,3,7+,1,40mm
4144,,"5""",6,2+,-,,3,7+,1,40mm
4145,,"4""",6,4+,-,,6,7+,2,80mm
4146,,"12""",7,4+,-,,7,7+,2,105 x 70mm
4147,,"12""",7,4+,-,,7,7+,2,105 x 70mm
4148,,"14""",4,3+,4,,5,6+,1,50mm
4149,Knight Defender,"10""",11,3+,4,* against ranged attacks only,26,6+,10,170 x 109mm
