datasheet_id,line,button,description
387,1,•,"For every 5 models in this unit, 1 Interceptor’s storm bolter and Nemesis force weapon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 incinerator and 1 close combat weapon</li><li>1 psilencer and 1 close combat weapon</li><li>1 psycannon and 1 close combat weapon</li></ul>"
388,1,•,"Up to 4 Purgators can each have their storm bolter and Nemesis force weapon replaced with one of the following:<ul style=""list-style-type:circle""><li>1 incinerator and 1 close combat weapon</li><li>1 psilencer and 1 close combat weapon</li><li>1 psycannon and 1 close combat weapon</li></ul>"
389,1,•,"This model’s dreadfists can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Nemesis daemon greathammer</li><li>1 Nemesis greatsword</li></ul>"
389,2,•,"This model can be equipped with up to two of the following, but cannot take duplicates:<ul style=""list-style-type:circle""><li>1 gatling psilencer</li><li>1 heavy incinerator</li><li>1 heavy psycannon</li></ul>"
390,1,•,"This model’s assault cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy plasma cannon</li><li>1 multi-melta</li><li>1 twin lascannon</li></ul>"
390,2,•,"This model’s assault cannon, storm bolter and Dreadnought combat weapon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy psycannon, 1 storm bolter and 1 Nemesis doomglaive</li><li>1 heavy psycannon, 1 incinerator and 1 Nemesis doomglaive</li></ul>"
390,3,•,"This model’s storm bolter and Dreadnought combat weapon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 missile launcher and 1 armoured feet</li><li>1 heavy flamer and 1 Dreadnought combat weapon</li></ul>"
391,1,•,This model can be equipped with 1 hunter-killer missile.
391,2,•,This model can be equipped with 1 multi-melta.
391,3,•,This model can be equipped with 1 storm bolter.
392,1,•,This model can be equipped with 1 hunter-killer missile.
392,2,•,This model can be equipped with 1 multi-melta.
392,3,•,This model can be equipped with 1 storm bolter.
393,1,•,This model can be equipped with 1 hunter-killer missile.
393,2,•,This model can be equipped with 1 multi-melta.
393,3,•,This model can be equipped with 1 storm bolter.
395,1,•,This model can be equipped with 1 hunter-killer missile.
395,2,•,This model can be equipped with 1 storm bolter.
395,3,•,This model’s twin heavy bolter can be replaced with 1 twin lascannon.
396,1,•,This model can be equipped with 1 hunter-killer missile.
396,2,•,This model can be equipped with 1 additional storm bolter.
398,1,•,This model can be equipped with 2 hurricane bolters.
398,2,•,"This model’s twin assault cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 twin heavy plasma cannon</li><li>1 twin lascannon</li></ul>"
398,3,•,"This model’s typhoon missile launcher can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 twin heavy bolter</li><li>1 twin multi-melta</li></ul>"
400,1,•,"This model’s assault cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy plasma cannon</li><li>1 twin lascannon</li></ul>"
400,2,•,This model’s storm bolter can be replaced with 1 heavy flamer.
402,1,•,"This model’s high-output burst cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 airbursting fragmentation projector*</li><li>1 battlesuit support system*</li><li>1 burst cannon</li><li>1 cyclic ion blaster*</li><li>1 fusion blaster</li><li>1 missile pod</li><li>1 plasma rifle</li><li>1 shield generator*</li><li>1 T’au flamer</li><li>1 weapon support system*</li></ul>"
402,2,•,"This model can be equipped with up to two of the following, and can take duplicates:<ul style=""list-style-type:circle""><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">gun</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">marker</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">shield</span> <span class=""tt kwbu"">drone</span></span></li></ul>"
402,3,•,"This model can be equipped with up to three of the following, and can take duplicates:<ul style=""list-style-type:circle""><li>1 airbursting fragmentation projector*</li><li>1 battlesuit support system*</li><li>1 burst cannon</li><li>1 cyclic ion blaster*</li><li>1 fusion blaster</li><li>1 missile pod</li><li>1 plasma rifle</li><li>1 shield generator*</li><li>1 T’au flamer</li><li>1 weapon support system* </li></ul>"
402,4,*,* This model cannot have duplicates of these pieces of wargear.
403,1,•,None
404,1,•,This model can be equipped with 1 hover drone.
404,2,•,"This model can be equipped with up to two of the following, and can take duplicates:<ul style=""list-style-type:circle""><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">gun</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">marker</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">shield</span> <span class=""tt kwbu"">drone</span></span></li></ul>"
405,1,•,"This model can be equipped with up to two of the following, and can take duplicates:<ul style=""list-style-type:circle""><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">gun</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">marker</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">shield</span> <span class=""tt kwbu"">drone</span></span></li></ul>"
408,1,•,None
409,1,•,None
411,1,•,"The Fire Warrior Shas’ui can be equipped with up to two of the following, and can take duplicates:<ul style=""list-style-type:circle""><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">guardian</span> <span class=""tt kwbu"">drone</span></span> (it cannot take duplicates of this piece of wargear)</li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">gun</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">marker</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">shield</span> <span class=""tt kwbu"">drone</span></span></li></ul>"
411,2,•,Any number of Fire Warrior models can each have their pulse rifle replaced with 1 pulse carbine.
412,1,•,"The Breacher Fire Warrior Shas’ui can be equipped with up to two of the following, and can take duplicates:<ul style=""list-style-type:circle""><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">guardian</span> <span class=""tt kwbu"">drone</span></span> (it cannot take duplicates of this piece of wargear)</li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">gun</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">marker</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">shield</span> <span class=""tt kwbu"">drone</span></span></li></ul>"
413,1,•,The Long-quill’s Kroot rifle can be replaced with 1 Kroot carbine.
413,2,•,"For every 10 models in this unit, one Kroot Carnivore’s Kroot rifle can be replaced with 1 Tanglebomb launcher."
414,1,•,Any number of models can each have their repeater cannon replaced with 1 tanglecannon.
417,1,•,"The Stealth Shas’vre can be equipped with up to two of the following, and can take duplicates:<ul style=""list-style-type:circle""><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">gun</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">marker</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">shield</span> <span class=""tt kwbu"">drone</span></span></li></ul>"
417,2,•,"For every 3 models in the unit, 1 model’s burst cannon can be replaced with 1 fusion blaster."
417,3,•,"For every 3 models in the unit, 1 model can be equipped with 1 battlesuit support system."
418,1,•,"Any number of models can each have their burst cannon replaced with one of the following:<ul style=""list-style-type:circle""><li>1 airbursting fragmentation projector*</li><li>1 battlesuit support system*</li><li>1 cyclic ion blaster</li><li>1 fusion blaster</li><li>1 missile pod</li><li>1 plasma rifle</li><li>1 shield generator*</li><li>1 T’au flamer</li><li>1 weapon support system*</li></ul>"
418,2,•,"Any number of models can be equipped with up to two of the following, and can take duplicate<ul style=""list-style-type:circle""><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">gun</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">marker</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">shield</span> <span class=""tt kwbu"">drone</span></span></li></ul>"
418,3,•,"Any number of models can each be equipped with up to three of the following, and can take duplicates**:<ul style=""list-style-type:circle""><li>1 airbursting fragmentation projector*</li><li>1 battlesuit support system*</li><li>1 burst cannon</li><li>1 cyclic ion blaster</li><li>1 fusion blaster</li><li>1 missile pod</li><li>1 plasma rifle</li><li>1 shield generator*</li><li>1 T’au flamer</li><li>1 weapon support system* </li></ul>"
418,4,*,* Each model cannot have duplicates of these pieces of wargear.
418,5,*,** Each model cannot be equipped with more than 3 ranged weapons.
420,1,•,This model’s fusion collider can be replaced with 1 cyclic ion raker.
420,2,•,"This model’s twin T’au flamer can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 twin fusion blaster</li><li>1 twin burst cannon</li></ul>"
420,3,•,This model can be equipped with one battlesuit support system.
421,1,•,This model’s heavy burst cannon can be replaced with 1 ion accelerator.
421,2,•,"This model’s twin plasma rifles can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 twin fusion blaster</li><li>1 twin smart missile system</li></ul>"
421,3,•,"This model can be equipped with up to 2 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">missile</span> <span class=""tt kwbu"">drones</span></span>."
422,1,•,"The Pathfinder Shas’ui can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 grav-inhibitor drone</li><li>1 pulse accelerator drone</li><li>1 recon drone</li></ul>"
422,2,•,"The Pathfinder Shas’ui can be equipped with up to two of the following, and can take duplicates:<ul style=""list-style-type:circle""><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">gun</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">marker</span> <span class=""tt kwbu"">drone</span></span></li><li>1 <span class=""tooltip00392"" data-tooltip-content=""#tooltip_content00392""><span class=""tt kwbu"">shield</span> <span class=""tt kwbu"">drone</span></span></li></ul>"
422,3,•,"Up to 3 Pathfinders can each have their pulse carbine replaced with one of the following:<ul style=""list-style-type:circle""><li>1 ion rifle</li><li>1 rail rifle</li></ul>"
